Review #,Review,product,delivery,price,service,explanation,,,
403,dries really slow if u have really thick straight eyelashes kahit nagcurl ka before applying the mascara after a while bc it gets really wet nawawala yung curl ng eyelashes so u have to curl it again after the mascara dries,1,0,0,0,Mascara doesn't dry quickly,affecting eyelash curl.,,
404,nice maganda sana kaso sira sya wala syang pindutan kaya pala tinakpan ng sticker kc wala syang buttonmay pa freebies si seller pero sana kahit wala ng freebies basta okie yung itemnext time seller check nyo din yung item before nyo ipadalasalamat,1,0,0,1,Item is defective (no button); seller should check before shipping.,,,
405,okay siyaunexpected iyong laki okay ang qualty but my choice in the color hi di nasunod kya medyo dissapointed sana next time icheck mabuti itong choice of color,1,0,0,0,The size and quality are okay but the color is wrong,,,
406,un material plastic ewan lang sana tumagal,1,0,0,0,The product is made of plastic,concerned about durability.,,
407,medyo mahina yung hangin tsaka damaged yung box pero all in all okay naman for its price,1,0,1,0,Fan airflow is weak; box is damaged; acceptable for the price.,,,
408,item is ok for its pricemay dent lang yung sinend sa akin kaya fair rating langperformance of the tablet is fair as well my only issue is battery only last for 2 hrs,1,0,1,0,Tablet has a dent and battery only lasts for 2 hours but is acceptable for its price,,,
409,all goods naman sya gumagana lahat sa performance ng sounds nya goods naman parang normal na eaphones lang tska dont expect to much na sobrang ganda ng sounds nya dahil sa presyo nya kaya for me if i rarate ko lahat lahat nasa,1,0,1,0,It works fine with good sound performance,but don't expect too much due to its price.,,
410,good for its price fast shipment understandable naman kung may defect or mga tastas kasi mura lang thank you god bless,1,1,1,0,Good for the price and fast shipment,,,
411,ilang beses ko na siyang ginamit at lininisan pag binuksan mo siya bumabaho siya,1,0,0,0,It has an unpleasant odor after being used multiple times.,,,
412,medyolukot ung box pero unh loob di naman maya kona check if nagana tamad pako itry,0,1,0,0,The box is wrinkled but the product may be fine.,,,
413,power button on the unit is not working nagrequest ako ng replacement pero need pa gumastos for shipping kaya di ko na lang pinapalitan,1,0,0,1,The power button doesn't work,costly to replace,,
414,smooth the picture is deceiving its not good as it looks sa pictures it was okay though for its price wala din masyadong colour yung eyeliner,1,0,1,0,Smooth eyeliner but the color is not good as the picture,but acceptable for its price,,
415,ok ok na ok ang product pero im not satisfied kase mahina ang hangin kahit nka 3 pa thank na din sa mabilis na shipping thank seller thank rider,1,1,0,0,Good product and fast shipping but the fan is not that strong.,,,
416,anliit for your actual size kadalawa ka mag size up siguro if u want good fit,1,0,0,0,It is small for your actual size,make sure to size up if you want a good fit.,,
417,not yet tested di ko pa nasusubukan pero gaya ng review ng iba hindi talaga ng babalot ng bubble wrap ang seller sana gumagana pero kung ako tatanungin mag isip muna bago bumili nito,0,0,0,0,Not yet tested and seller does not wrap with bubble wrap.,,,
418,mali po ung isang color instead na black ang mttanggap ko naging red po hopefully magustuhan ng pagbibigyan ko,0,0,0,0,wrong color,,,
419,good but di gumagana yong remote okay naman po sya worth it na for 1 piso kahit di gumagana yong remote,1,0,1,0,Its ok but the remote doesnt work but is worth it for 1 peso,,,
420,mabilis sana dumating pero wrong item yung pinadala 2liters order ko at yung design malayong malayo sa order ko maiintindihan ko nmn kung wala na clang stock or what ang reason bkt yun ang pinadala pero hindi manlang nag msge si seller na iba ipapadala at hindi manlng nagrereply,0,1,0,1,fast delivery but wrong item and the seller do not respond.,,,
421,okay naman okay lang medyo iba yung itsura,1,0,0,0,Its okay and its appearance is slightly different,,,
422,white bee yungpinadala hindi maganda yung color wala man lang chat from seller,1,0,0,1,Wrong color and no chat from the seller.,,,
423,matagal ma ship parang gasgas yung tela maliit yung cup pero tama naman yung size na dumating kung ka dapat order mo ganern,1,1,0,0,It takes time for the product to ship and the fabric seems like it's scratched,,,
424,okay naman siya totoo nga you get what you pay for kaya ewan anong iniexpect ko hahaha disappointing kasi yung isang bluetooth earphone hindi nagana,1,0,1,0,Acceptable and the bluetooth earphone is not functioning,,,
425,not so good theres incomplete screw incomplete ang screw niya sa ilalim ng phone holder then kapag camera naman ilalagay super loose siya since kulang nga ng screw,1,0,0,0,Not so good because the screws are incomplete.,,,
426,maganda yung pantyy second order ko na to nung una maganda yung packaging pero ngayon nakakadissapoint lang na nakalagay lang siya sa plastic na blue yung parang pampalengke pero all in all ang importante naman ay uung panty which is ok namn,1,0,0,0,Good item but the package has change and the packaging is not good.,,,
427,sakto medyo priceyd masyado malakas hanginmadali malowbat not properly pack no bubble wrap wasak wasak ang box,1,0,1,0,Proper size but pricey and easily lowbat and no proper packing,,,
428,ok nmn sta mgnda quality my manipis my mkpal dn,1,0,0,0,Its good and has good quality some are thin and some are thick.,,,
429,walang core kaya nayupi ang wall sticker wala din syang individual cover,1,0,0,0,No core so the wall sticker has dent and no individual cover.,,,
430,maganda sya kaso mali ung dumating skin ung order ko worth 99 ung dumating ung tig 70 binigay ko n lng sa kpatid ko order ulit ako pero sana tumama na ung ibibigay sakin deserve 2nd chance,0,0,0,0,Wrong item was received.,,,
431,sound is good quality is good ang ganda ng appearance nya compare sa price nya which is affordable pwede sya pang gaming kase meron sya nung maririnig mo yung sound kung nasan yung kalaban ganon kaso nga lang sobrang sensitive nung pindutan nya kahit magalaw mo lang sya ng konti,1,0,1,0,Sound is good quality and its appearance and sensitive button,,,
432,matagal mag ship ang seller di responsive sa chat maling color ng order ang sinend pero ok nman ang quality ng products will buy again kung mabilis mag ship,1,1,0,1,takes time for the seller to ship and the color is wrong but the quality is good,,,
433,maganda naman mga products delivered with no damage mali lang ung size nung boots i ordered size 22 size 25 dumating,1,1,0,0,Good product and with no damage but has a wrong size.,,,
434,medyo satisfied naman kanina ko lang na received 5days lag at hang siya minsan at minsan bigla na lang nagba back home hd yung picture at video nya mabilis ma fully charged at mabilis din malowbat medyo mabagal mag download ng apps sa playstore sana talaga magtagal para hindi nakakapanghinayang,1,0,0,0,Not very good received after 5 days and it is slow and hang,,,
435,arrived in great condition im not sure kung supposedly may fan din sa magkabilang dulo but since may ventilation din dun im assuming na oo pero yung dumating sakin dun lang sa may pahabang part gumagana yung fan malakas naman yung hangin mabilis nga lang din malowbat so need laging,1,0,0,0,Arrived in a great condition but the fan easily gets low battery.,,,
436,expected ko maliwanag pero di pala ganon kaliwanag ewan ko kung ganto talaga oh sadyang di lang okay yung mismong ring light pero okay naman working naman lahat you get what u pay for ika nga thank you pa din seller,1,0,1,0,expected it to be bright but it is not,you get what you pay for,,
437,tagal ko na umoorder dto now lang ako naasar sana ngsabe manlang na mali ung color,0,0,0,0,Wrong color.,,,
438,working hindi nka bubble wrap bukas at sira ung box working nman ewan ko lang if nag chacharge,1,0,0,0,working but not in bubble wrap and the box is open and damage,,,
439,ok na sana kaso na desappoint ako ng makita ko na white ang isa order ko kaai parehong black at pare na red ang swelas mali ang binigay na order,0,0,0,0,Wrong order,,,
440,complete items receivedmalambot hindi maganda ang qualitymaliit ang mga sizeshindi kasya sa paa ng anak ko,1,0,0,0,complete items with a bad quality.,,,
441,wala syang white color rgb lang sakto lang ung price sa item,1,0,1,0,No white color and the price is just right.,,,
442,watery keri na pang araw araw since mura lang naman bango chicks na chicks ang peg mo dito,1,0,1,0,watery and the smell is good but because of the price,it can be used for everyday,,
443,good makapal naman sya good for its price nag expect ako na maganda quality kasi madaming bumili ang kaso nung sinukat ng bf ko maliit ang xl para sakanya at sikip sakanya parang pambabae daw so na disappoint ang bf ko haha excited sana sya ma received at masuot ps,1,0,1,0,It is thick and has a good for its price but it is small and tight for its size.,,,
444,not that thick medyo manipis sya oks naman for the price medyo magaan din sya isuot siguro since hindi ganon kakapal yung material na ginamit and feeling ko naman oks din panggamitan fast delivery din kudos seller,1,1,1,0,It is thin and okay for its price but a fast delivery,,,
445,im an old buyer nag try lang ako ng mystery box for fun sana sinagad ko sa 3 dahil yun lang ang limit nila per order yung for fun ko naging malungkot akala ko since mystery box ito magkakaibang item man lang yung darating puro extended mouse mat at,1,0,0,0,Same Item Received,,,
446,not good bat ganito seller sobrang disappointed ako ang layo ng order ko sa binigay nyo iba sana kung ano yung order ng costumer nio ganun din dapat binibigay nyo parang hindi 2litters parang 1litter lng din excited pa naman ako para sana sa mga kids ko pero nakaka lungkot,1,0,0,0,Wrong item was sent,it wasn't 2 Liters.,,
447,ibang green yung dumating i thought emerald green sya as per pic ng seller,0,0,0,0,Wrong Green color.,,,
448,okay naman sya kaso lang yung isang bra na deformed 1 month bago ko na received ung parcel dahil sa bagong odette maraming delay sa delivery,1,1,0,0,Okay naman but has defect and there is a delivery delay.,,,
449,okay naman kaso maliit size e adjust nyona lang size kung oorder kayo,1,0,0,0,Small size,adjust when ordering.,,
450,ok naman sya may na double lang ng kulay pero ok sya kasyang kasya thank you seller,0,0,0,0,okay and has the same color,,,
451,same shade number ang nakalagay na sticker pero iba yung kulay pati yung lalagyan iba din baka nilagay lang yung sticker,0,0,0,0,shade label is same but the colors are different,,,
452,ibang brand pinadala hindi magic tape,0,0,0,0,Different Brand sent.,,,
453,keri akala ko malakas talaga ang hangin pero hindi pala malakas pa yunh hininga ko taz ang isang item wlang charger,1,0,0,0,Its okay but weak and an item with no charger.,,,
454,nice naman ng shoesnagustuhan ko kasi sakro lang yung size nyamaganda rin ang combination ng kulaypwede akong umulit ng order pero sana maayos pa rin ang next order ko para hindi ako madala sa pag order ng product nilasaamat,1,0,0,0,Shoes are nice.,,,
455,layo sa ag nung scent,1,0,0,0,The Scent is very different from the adds.,,,
456,pwede na for its price di sya ganun kaliwanag pero it serves its purpose may yupi tripod kaya 3 stars lang dapat labeled as fragile para ingatan ng courier,1,1,1,0,the tripod are bent.,,,
457,days ko lang nagamit kasi kanina nangamoy usok sa loob ng vacuum at bigla nalang tumigil from spinning yung pang sweep nya nagkulay blue pa naman yung start nya pero hindi na gumalaw maganda pa naman sana,1,0,0,0,not working,,,
458,okay naman ung product fast delivery 2 days lang ata nadeliver na wala akong pic tinatamad akong kunan pero tan orange ung inorder ko maganda sya sa labi madaling mabura pero my naiiwan na konting stain thank u parin seller,1,1,0,0,Good product fast delivery and it looks good on the lips and has a stain.,,,
459,mystery pouch naging isang pouch lng tapos puro pa mouse pad lamanhalos lahat ata mouse pad laman di mn lng iniba yung isa,1,0,0,0,Only Mouse pad in the item and all the same,,,
