Review #,Review,product,delivery,price,service,,,,
335,parang mabilis syang matatangal kasi dikit lang ng rugby or baka dahil sa local lang pero malmbot nama kahit papaano yu lang un,1,0,0,0,Too easy to tear/damaged.,,,
336,ok lng yung quality nya sa price wag masyadong mag expect kc ang murat na so ano pa ba iisip ninyo sa akon ok lng di ko ginamit ung mga paa nya kc parang ma sisira kasi ang weak nya pero over all ok naman,1,0,1,0,Good with price but not good quality.,,,
337,arte nyo naman shopee ayaw nyo tanggapen sinsabe ko walangya kayo wala namang inulit at simbolo dito  so yon nga mabilis malowbat at matagal icharge mahin pa fan kahit num 3 tas mkang madali masira peke,1,0,0,0,Fake product with short battery and slow to charge.,,,
338,its okay the charger is only the defect it last just fewday and wala na nag charge gamit ang charg,1,0,0,0,Charger is defected.,,,
339,hindi ko nererecomend ang shop na ito ang order ko 2pcs nag bayad ako kay rider ng ayus pag open ko isa lang laman palpak tapos chinat ko si seller d na nag reply kaya zero rate kay seller,0,0,0,1,Not recommended this shop, wrong item,,
340,absorbent 4x order ko na s shop nato pero ngaun lang ngkaganito mraming my itim sa gitna ng diaper na large at medium kung kelan 2packs order ko 400 ngkaganito pa sayang nman at ska ngtrabaho aq sa diaperan last yer reject na pg my itim at my kkaibang smell,1,0,0,0,Diapers has bad smell and black dots,,,
341,ang luwag ng entrada di pantay ito ata mga di nakapasa sa quality control eh add one size medyo alanganin sizes nila,1,0,0,0,too loose and uneven and hard to use for fit,,,
342,nice fabric arrived on the expected date good packaging cotton mejo may kanipisan lanh pero good for its price thank you,1,1,1,0,The product is good.,,,
343,dirty white was disappointed kasi hindi white ang dumating if you check the picture its off white or dirty white sana iba na lang ang color na binili ko,1,0,0,0,Wrong color,,,
344,maganda ung items pero ung mystery pouch na 68 pesos worth 39 lang ung binigay sana manlang ung equal sa 68 pesos bumawi nalang talaga sa gaming pads,1,0,0,0,Wrong item amount.,,,
345,kinda good medju nag ka aberya sa delivery address and i dont know if its my fault or na miss written lang but any ways the product got delivered early kasi dapat friday pa not to early but still early yung kulay niya ay so good for my taste and,1,1,0,0,color good but product delievered early,,,
346,thanks po na deliver ng wlang siraok nman good n good gamitin,1,1,0,0,Good product and delivered with no issues,,,
347,got my order parang hindi siya 5meters ang iksi lang yung order ko sa iba ang haba pero ito parang di 5meters,1,0,0,0,product not same length.,,,
348,late delivery wala nga lang plastic very accommodating seller will order again next time paki check munq ung item bago iship minsan kc my damage gaya ng square pants n inorder ko ung tali imbes na nasa gitna nasa gilid sya,1,1,0,1,Delivery late and damage in product,,,
349,ok may navvacuum siya pero i still dont fin it useful masmatagal ang charging kesa sa paggamit and maglilinis ka parin dahil kadalasan tinatabi lang niya yung dumi,1,0,0,0,Product not vacuuming properly,,,
350,ang liliit ng bra dito naman ako bumibili before pero bakit pumangit yung quality ng mga bra maliit na manipis di accurate sa sizing kaloka not worth the money guys,1,0,1,0,Bad quality,,,
351,nareceive q na ang order q ang bilis dumatingthank you seller at mamang rider,0,1,0,0,Fast delivery,,,
352,maganda naman sya kaso nga lang yung takong rubber din mahirap maglakad kase parang hindi pantay yung takong tumutunog din siya parang may sumisingaw kapag nag lalakad right size and color ang dumating ilang days lang din dumating agad,1,1,0,0,Difficulty in walking.,,,
353,ang pangitng itemand yung wrapper so far itong item di madagan and kulang ang item,1,0,0,0,Incomplete.,,,
354,yung football n blue ang pinili ko pero ang dumating yung frog n green not satisfied,0,1,0,0,Product wrong color.,,,
355,super ganda niya po kaso yung shade dark po kasi yung order ko pero may pag ka pink na light po sya pero sulit nmntenkyou seller,1,0,0,0,Shade is dark,,,
356,goods naman siya kaso medyo maliit yung sa may bandang tapakan nya tas malambot oks siya pang walking walking lng pero pang basketball hindi pwde,1,0,0,0,Size small.,,,
357,not worth it kulang ang item wala charger pano to lowbat na pano icharge,1,0,1,0,Waste of money with no charger.,,,
358,got a computer mouse hahah di ko na tinry kung gumagana binigay ko nalang sa kapitbahay namin,1,0,0,0,Not working.,,,
359,super nice malakas sya maganda medyo may manipis na wire pero maganda sya ingatan nlng para maging maayos maganda at malakas sya dalawa na binili ko para goods nice sya sa price nya ampanget lang kasi di gumagana yung mic thank you seller and shopee,1,0,1,0,Microphone not working.,,,
360,slightly good manipis lang pati padding niya sana magustuhan ng anak ko thank you seller at sa mag asawang nagdeliver sakin,1,0,0,0,padding is thin.,,,
361,810 sobrang layo sa cloud naunang sakin  wala akong maamoy na sweet or coconut scent,1,0,0,0,Didnt smell good.,,,
362,para sa kapatid ko pa naman yan hays but thankyou pa din seller,0,0,0,0,No issues.,,,
363,manipis sya at small sizes pala sya,1,0,0,0,small size,,,
364,pangalawang beses na nag order dito nakakadismaya lang kasi may damage ung isang item sana next time maayos na ang ibigay,1,0,0,0,damage item.,,,
365,lightweight honest review i already tried the mascara i mean its cheap but if you want to buy mascara thats waterproof dont buy this makalat siya once ilagay mo and mejo di kumakapit ung product once inapply mo siya mejo na irritate yung mata ko natamaan nong triny ko sa,1,0,0,0,light weight but not waterproof,,,
366,expected na nakalagay sa carton disappointed hindi ganyan un packaging sa picture nakapacklang pla ng ganyan sana d nako nagorder,0,0,0,0,No issues.,,,
367,ok naman sya kaso di ko gusto ang material and ung pano ginawa ung design pero woth it naman sa price nya di nga lang ako satisfied,1,0,1,0,Design not good but worth it.,,,
368,i ordered black  white ok yung black but itong white left side lang ang gumagana ok naman ang charging pero sira talaga ung right didnt get refund kahit niraise na sa seller,1,0,0,0,Product is broken.,,,
369,soooooobrang nipis kakailanganin mong mag leggings or shorts sa loob kasi kahit hindi ka sa maliwanag tatayo halatang halata ang loob sa sobrng nipis,1,0,0,0,Too thin,,,
370,bench po yung inorder ko pero hm yung dumating,0,1,0,0,Wrong product delivery.,,,
371,i ordered glossy pink matte pink ang dumating na may patterns seller unresponsive pag may issue yung item wew kayo na yung mali wala pa kayong resolution will not order again,0,1,0,1,Seller wrong item delivered and unresponsive,,,
372,well packed but i dont know saan galing ang mga scatches,1,0,0,0,Scratches product.,,,
373,why ganun seller blurred yung isa prng sira pa,1,0,0,0,Product defective.,,,
374,base sa priceok nman pero sana lagyan nio ng sizes sa variation button para di ma shock ang mga buyer sa mga sizes ng mga tshirt na isesend nio salamat not true to size,1,0,1,0,Product not true to size,,,
375,wellpackaged item shipped immediately expected ko ganyan din pag sinuot katulad sa pic di naman pala square pants lang tlga sya na mahaba but thanks too,1,1,0,0,Well packaged good item,,,
376,ayaw nya gumana ilang hours kona po chinarge kaso ayaw tsaka lang nag oon pag naka charge tas pag tinangal mo yung charger na ooff na ulit huhu seller hndi nmn pwding nakadala ako ng charger everywhere huhuhu sellerang init init po dkopa magamit kasi ayaw mag on pero,1,0,0,0,Not turning on.,,,
377,yes sirrrrrr ok lng pwede na sana maging fav color nyo ung purple,0,0,0,0,no issues,,,
378,eyeliner maskara eyebrow order ko wala pong eyeliner only 2 pcs lang dumating,0,0,0,0,wrong product,,,
379,sorry po pero d po worth it ayw po gumana sa app dpo cya sumusulat,1,0,1,0,Product bad not writting on the app,,,
380,hindi sya yung inaakala ko ang layo sa picture na nakalagay dyan and then i think mabilis sya mabasag basta expect ko talaga kagaya nung nasa pic tapos yung guma di exsakto kaya pag nakatagilid tulo tulo,1,0,0,0,Not what was expectetd not the same in the picture,,,
381,very small and compact which is nice however may maliit na butas na agad unang bukas ko pa lang feels filmsy as well to be fair you get what you pay for i guess,1,0,1,0,small with butas.,,,
382,good ganda ng dress perfect for summer beach outfit,1,0,0,0,nice perfect dress,,,
383,damaged yung una kong nareceive na item everytime sinasaksak ko yung item nangangamoy sunog nakakatakot parang puputok nalang any moment pinalitan naman yung item kaya lang ako mismo nag punta sa warehouse nila binigay sakin address okay naman yung pinalit na item kaso ang hassle lang sa part ko,1,0,0,1,product damage,,,
384,bibigyan kita ng 3 star medyo na dis appointed ako kasi instead brown cateh orange cat ung pinadalatapos ung yellow bees naging whitende nasusunod ung nasa pic mali ung pinapadalang itempero ung iba maganda naman so far,1,0,0,0,wrong item delievered,,,
385,mahina yung hanging ibinubuga maingay stained makapal yung bubble wrap which makes the product more secured the issue is mahina yung ibinubuga niyang hangin i thought nakanumber 1 lang pero mahina pa rin kahit number 3 na mas malakas pa yung paypay ko for aesthetic purposes lang talaga siya lol,1,0,0,0,mahina fan,,,
386,ok sana yung item na ka packed naman ng ayos tapos naka seal lahat kaso nag katas sya basang basa yung bubble wrap halos tuyo na yung wipes mura na sana tapos malaki na din sya sana pakiayos nalang ng packaging next time,1,0,1,0,Product broken.,,,
387,bettle socks yung i norder ko pero star yung dumating bettle socks sana gusto ko kasi terno ng damit niya na bettle din maganda sana at makapal pero nakakadismaya maganda naman ang star kaya lang bettle talaga pili ko kasi terno sa pang 3months old pictorial ng baby ko,0,1,0,0,wrong socks delievered,,,
388,hindi masyado mabango unlike others antagal din dumating  pero okay naman yung packaging niya,1,1,0,0,smell not so good and arrive late,,,
389,they say u get what u paid for maliit xa sa sizes nya ok na din cguro pag tag ulan at wala kang choice ibang suotin thanks anyway,1,0,1,0,size is small,,,
