Review #,Review,product,delivery,price,service,,,,,
367,yung 1st photo dinivide ko yung isang roll in 2meters and 3 yung lumabas akala ko ba ay 10 meters ito manipis pa,1,0,0,0,Description:  The review mentions the item being thin. Tag: product.,,,,
368,nakakadisappoint lang kasi parang secondhand lang yung item di man lang napack ng maayos at may bend na rin sa isang paa ng tripod sana lang magtagal kasi sayang pera first time ko pa lang ma disappoint sa dinamidami ko na inorder sa shopee eto yung medyo di maganda anyways,1,1,1,0,"Description:  The review mentions that the item looks secondhand, not being packed well. Tag: product, delivery, price.",,,,
369,product lier 2l discription pro ang dumating sa ay 1l lng ata o mas mababa pa sana sa susunod mag deliver kayo ng tama ni refund ko pro ako pla mag babalik sa kung saan malapit na jnt sa amin eh di woww haist sobrang nakaka disappoint godbless na lng,1,1,0,0,"Description:  The review says the product description is incorrect and they need to return it themselves. Tag: product, delivery.",,,,
370,look at the picture nakalabas padding dun sa brown parang hindi sya sukat tsk sayang anyway yon man lang the rest okay naman sana,1,0,0,0,Description:  The review mentions the fit looks off but everything else is okay. Tag: product.,,,,
371,hindi sya balm lipstick texture sya medyo nang hinayang ako pero what would i expect mumurahin lang malayo ung ibang review sa totoong effectiveness nya,1,0,1,0,"Description:  The review mentions the item texture and the product being cheap. Tag: product, price.",,,,
372,mali ang size na dumating  nakaka dismaya  sana sa susunod check nio ng maayos ang order thank you pa rin kau kuya rider,0,1,0,0,Description:  The review states that they received the wrong size. Tag: delivery.,,,,
373,ok nman sa quality pra sa presyo nyapero sana nasunod ung sizesanyway thank you,1,0,1,0,"Description:  The review says that the quality is good for the price but they did not receive the right size. Tag: product, price.",,,,
374,i opened it and its very disappointing sira ang item hindi rin nag send ng pic si sellef before mag ship pano ba ito gift pa naman sana to,1,0,0,1,"Description:  The review says the item is damaged and they did not receive a picture from the seller before shipping. Tag: product, service.",,,,
375,ayos naman hindi 10 meters 6 meters lang per roll sa 3 rolls na nabili ko pareparehas na 6m lang,1,0,0,0,Description:  The review mentions not receiving the full meters per roll. Tag: product.,,,,
376,pinag iponan pa ng anak ko to d naman gumagana sa sa lang circle nya which is yun dapat ang malakas hayyyst pwede i return na lang or palitan nio kawawa anak ko sa kakaipon nagtiis pa grade4 ko anak na d na daw magrecess mabili lang to haaaist,1,0,0,0,Description:  The review says it is not working and wants to return. Tag: product.,,,,
377,damage item nilagyan nyo sana ng cartoon sa pagbalot para may support ung package incase mapatungan ung item especially kapag nasa whse na yan disappointed,1,1,0,0,"Description:  The review mentions the item having damage and it not being packed well. Tag: product, delivery.",,,,
378,maliit siya kaya if you are 37 order ka ng 38 maliit yung sizes nila,1,0,0,0,Description:  The review says the item is small. Tag: product.,,,,
379,good 5 star sana kasi magaganda ang design at kulay kaso kulang ung stock na i pinadala sana2345678910 etc etc i check ang stick bago ipack,1,0,0,1,"Description:  The review mentions the item having good design but receiving an incomplete stock. Tag: product, service.",,,,
380,white order ko binigay pink amp pang lalaki ba pink,0,1,0,0,Description:  The review mentions receiving the wrong color. Tag: delivery.,,,,
381,110 wrong item delivered grayblack ang order ko seller ayusin nyo naman service nyo kulang pa yung item na nareceived ko,0,1,0,1,"Description:  The review mentions receiving the wrong item and it also being incomplete. The customer wants the seller to fix their service. Tag: delivery, service.",,,,
382,not good hindi po sya nag chacharge,1,0,0,0,Description:  The review says that it does not charge. Tag: product.,,,,
383,ok n sna kya lng kulang ng isang item binyaran ko ng maaus ndi nmn lng ng double check ng item bgo ipadala wag nmn kau ganyn d nmin pinupulot yung png bbayad nmin senio nkkadismaya lng kau,0,0,0,1,Description:  The review mentions that it was only missing one item. It asks to double check next time. Tag: service.,,,,
384,good maganda quality ng payong makapal yung black part niya what i dont like is mahirap pindutin need na ulitin mo i push yung payong na i lock para mapindot mo dun ako disappointed sana chineck ni seller na in best condition yung item bago na ship and sana hindi,1,0,0,1,"Description:  The review mentions the item having good quality but being hard to push. Tag: product, service.",,,,
385,grabe si seller bsta2 nalang nilagay s pouch may naka lagay dw na fragile pro di nmn secure ang itemtas di na nka sealed ang isa tas may marka na makikita nmn s picano to ginamit muna bago nilagay s pouchkudos s shop na itokasi tinisting muna nila bago nila,1,1,0,0,"Description:  The review says it was not secured even with the fragile sticker. It also says one was not sealed and looks like it was used. Tag: product, delivery.",,,,
386,di ko bet badtrip talaga sobra basag yung bottle pagkadating sakin never again dito sa shopee,1,1,0,0,"Description:  The review mentions that the item arrived broken. Tag: product, delivery.",,,,
387,ok ibang color variation dumating sa akin chiki ng kulay,0,1,0,0,Description:  The review says the customer received a different color. Tag: delivery.,,,,
388,di worth it tignan nyo lng ibang bumili at blurred pa kung mouse pad ibibigay,1,0,1,0,"Description:  The review states it not being worth it. Tag: product, price.",,,,
389,mali yung design kahit yung 2 mystery box na mousepad d yung design na pinili ko d man lang iba iba yung design anu ba yun random wag na kayo bumili dito sa shop na ito,1,0,0,0,Description:  The review says that the design was incorrect and its all the same. It also mentions not to buy at all from the shop. Tag: product.,,,,
390,sayang sa money sira naman yong neck fan na dumatingand ayaw gumana din magchargenakakasad kala ko magagamit ko sya for my immersionsayang pang allowance pa sana sa school yong pinang order kobut thanks sa lesson,1,0,1,0,"Description:  The review mentions that the item is broken and won't charge as well as it being a waste of money. Tag: product, price.",,,,
391,trinay ko yung underarm hair removal nakakasugat,1,0,0,0,Description:  The review says that it is cutting the skin. Tag: product.,,,,
392,di gumagana ang data bluetooth at wifi,1,0,0,0,Description:  The review says that the item does not work. Tag: product.,,,,
393,wrong item black order ko pero white ang binigay sa akin,0,1,0,0,Description:  The review states that they received the wrong item. Tag: delivery.,,,,
394,sorry ha pero same lang ang scent nung lahat na receive kong perfume its not even oilbased normally mataas ako mag review sa shops dito sa shopee pero not this time nakaka disappoint,1,0,0,0,Description:  The review mentions that the scent is the same and that it is not oil based. Tag: product.,,,,
395,thank you sellerganda ng telamalambot,1,0,0,0,Description:  The review mentions the fabric being soft. Tag: product.,,,,
396,maling color na recieve ko 2l ang order ko pero ang dumating lang is 1l and my order is black transparent bakit ganon seller na disappoint ako,0,1,0,0,Description:  The review mentions receiving the wrong color and size. Tag: delivery.,,,,
397,sa susunod wag niyo ilagay na adidas ang brand kahit hnd naman ok para lang makabenta sabihin nio no brand para aware ang buyer,0,0,0,1,Description:  The review is about seller falsely labeling the product and misleading the buyers. Tag: service.,,,,
398,since ng place ako ng order di ng rereply ang seller mali ang pinadala so wala akong choice kasi nga di naman sila responsive madami sila na budol kaya siguro wala na sila pake sa complaints so god bless nalang po may balik po sa inyo yan,0,1,0,1,"Description:  The review mentions the seller not responding and receiving the wrong item. Tag: delivery, service.",,,,
399,defective po ung green namatay po bak pede ipa refundnaka charge nman pero bakit namatay,1,0,0,0,Description:  The review states that the item is defective and requesting a refund. Tag: product.,,,,
400,kulang yung dumating na order pero tama yung binayad namin weve been contacted the seller about this matter but sad to say no action nag report na din sa help center wala din sana next time kung paki check naman po para hindi po ito mangyari ulit salamat,0,0,0,1,Description:  The review mentions the item is incomplete but the customer paid the right amount. They contacted the seller but got no action. Tag: service.,,,,
401,its not 10 meters 6 meters lang sya they dont respond to queries wala sya individual wrap kaya halatang nabuksan at bawas na,1,0,0,1,Product length is wrong and seller is not responsive.,,,,
402,basta basta lang binalot ng minsanan kung alam mo seller lang seller at sa mga seller sa product nyo makikita kung gano kayo ka responsible seller dito iresponsable basta makabenta,0,0,0,1,Seller is irresponsible, focusing only on selling.,,,
403,expect ko makapal ung parang my takong peo hnd pala tpos my stain pa na black,1,0,0,0,Product has a stain. The customer expected a thicker heel.,,,,
404,im not satisfied iba naman yung dumating sakin at iba yung fakenails kesa sa picture,1,0,0,0,Different fake nails compared to the picture.,,,,
405,good quality pero yung dalawa nawala bigla ang tinta pero wofth eat tlga sya,1,0,0,0,Good quality, but the ink in two disappeared.,,,
406,k maingay xia pag gamit napinadala wala manlang bubblerafbuti nalang mabait kuya n nag dilever thanks kuya sa pag dilever,0,1,0,1,No bubble wrap. But the delivery person is kind.,,,,
407,wrong item bwesit ka seller ka sabi ko black en white iba pinadala nagagalit tuloy sakin sa tatay ko makabenta lng kayo putang ina nyo,0,1,0,1,Seller sent the wrong item.,,,,
408,item received kaso hindi naman kaisa villa to e but its working well di pa sumasagot si seller sa inquiries ko,1,0,0,1,Product is working. Seller not responding to inquiries.,,,,
409,natatanggal agad not like other gel polish natatanggal agad not like other gel polish,1,0,0,0,It peels off easily unlike other gel polishes.,,,,
410,awstu why naman walang lock walang kawitan yung bra im disappointed,1,0,0,0,No lock or hook on the bra.,,,,
411,pagbukas ko ganyan na sya parang minadali tas yung item nakabuka yung gilid pero still working pa naman sorry di sya well packed,1,1,0,0,Item seems rushed and has an open edge.,,,,
412,not good 2 stars lang since sobrang bilis malowbat nung fan and napakaingay nung hangin huhu tipong nakacharge siya magdamag then ilang minutes mo lang siya magagamit mura sana kaso epic huhu di ko rin siya magagamit for school kakaopen ko lang patay agad ang fan plus sovrang ingayyyyy,1,0,1,0,The fan has a very short battery life, is noisy, and expensive.,,
413,got my earphones maayos naman sya when it comes sa pakikinig ng music but hindi gumagana yung mic i will use this pa naman sana for my online class but hindi nangyari yung expectations ko,1,0,0,0,The earphones work for listening to music, but the microphone does not work.,,,
